model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176614.386,0.23,1.387,0.28,1.3891,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176615.53,0.26,1.3857,0.29,1.385,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176616.729,0.32,1.3841,0.31,1.3806,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176617.962,0.33,1.3801,0.37,1.3724,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176619.139,0.35,1.3722,0.38,1.358,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176620.422,0.34,1.3578,0.4,1.3355,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176621.543,0.34,1.3337,0.35,1.3075,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176622.619,0.36,1.3019,0.27,1.3929,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176623.738,0.33,1.3711,0.38,1.2977,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176624.82,0.35,1.3001,0.41,1.2734,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176625.875,0.35,1.284,0.42,1.2624,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176626.953,0.38,1.2717,0.42,1.2639,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176627.391,0.39,1.275,0.4,1.248,0
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176628.598,0.4,1.2553,0.35,1.2486,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176629.876,0.39,1.2538,0.37,1.2485,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176630.968,0.39,1.2523,0.42,1.2402,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176632.285,0.39,1.2363,0.41,1.2371,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176633.396,0.38,1.2514,0.38,1.233,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176634.468,0.4,1.2369,0.45,1.2357,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176635.628,0.42,1.238,0.41,1.2334,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176636.705,0.4,1.2146,0.44,1.2304,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176637.95,0.41,1.2215,0.43,1.2264,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176639.008,0.42,1.2101,0.34,1.2224,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176640.131,0.43,1.2093,0.34,1.2276,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176641.444,0.41,1.2157,0.39,1.2195,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176641.986,0.41,1.2068,0.39,1.2186,1
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176643.037,0.42,1.2072,0.44,1.216,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176644.097,0.42,1.2139,0.42,1.2174,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176645.157,0.42,1.2064,0.36,1.2247,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176646.2,0.42,1.1965,0.4,1.2175,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176647.235,0.44,1.2074,0.4,1.2199,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176648.41,0.42,1.2007,0.38,1.2217,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176649.491,0.44,1.192,0.38,1.2252,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176650.715,0.46,1.1692,0.34,1.2254,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176651.861,0.45,1.1879,0.47,1.247,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176652.928,0.44,1.192,0.37,1.2439,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176654.233,0.43,1.1877,0.38,1.2382,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176655.485,0.44,1.1893,0.47,1.2161,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176656.02,0.47,1.1714,0.43,1.2514,2
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176657.211,0.43,1.2308,0.44,1.2379,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176658.443,0.45,1.198,0.36,1.2639,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176659.619,0.44,1.2136,0.39,1.2255,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176660.733,0.43,1.1733,0.36,1.2383,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176661.818,0.44,1.2125,0.43,1.2087,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176662.867,0.45,1.188,0.45,1.227,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176663.963,0.46,1.1895,0.47,1.2285,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176665.265,0.47,1.1777,0.41,1.2164,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176666.338,0.42,1.1801,0.38,1.2161,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176667.438,0.45,1.1753,0.44,1.2042,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176668.526,0.46,1.1588,0.44,1.2107,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176669.63,0.46,1.1705,0.5,1.2029,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176670.113,0.49,1.1582,0.4,1.2,3
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176671.384,0.46,1.1591,0.41,1.2043,4
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176672.473,0.45,1.1646,0.44,1.2019,4
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176673.531,0.47,1.1595,0.49,1.2068,4
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176674.756,0.49,1.1502,0.52,1.1961,4
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176675.852,0.49,1.1593,0.5,1.1866,4
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176676.946,0.49,1.1589,0.47,1.1856,4
model-1578176613,layers-7,parms-45, 45, 90, 180, 360, 720, 180, 4,1578176678.01,0.47,1.1467,0.45,1.191,4
