1578181604.102,0.23,1.3864,0.22,1.3878,0
1578181605.075,0.25,1.3806,0.24,1.3719,0
1578181606.012,0.3,1.3617,0.29,1.3558,0
1578181606.961,0.34,1.3476,0.32,1.3361,0
1578181607.925,0.4,1.3124,0.28,1.3224,0
1578181609.124,0.38,1.2905,0.33,1.3111,0
1578181610.285,0.42,1.2587,0.37,1.3107,0
1578181611.401,0.39,1.2653,0.34,1.3149,0
1578181612.501,0.4,1.2664,0.37,1.3233,0
1578181613.454,0.41,1.2552,0.33,1.3074,0
1578181614.439,0.4,1.2625,0.33,1.2881,0
1578181615.432,0.42,1.2573,0.32,1.2692,0
1578181615.921,0.43,1.2361,0.41,1.2999,0
1578181616.919,0.44,1.2316,0.45,1.2687,1
1578181617.876,0.44,1.2349,0.4,1.2589,1
1578181619.045,0.42,1.2326,0.37,1.2522,1
1578181620.018,0.43,1.2379,0.38,1.2449,1
1578181621.206,0.45,1.213,0.41,1.2539,1
1578181622.332,0.42,1.22,0.41,1.2507,1
1578181623.357,0.43,1.2111,0.4,1.2375,1
1578181624.474,0.43,1.2142,0.36,1.2324,1
1578181625.5,0.45,1.2065,0.41,1.2333,1
1578181626.623,0.45,1.1954,0.41,1.2416,1
1578181627.687,0.45,1.2057,0.38,1.2321,1
1578181628.85,0.46,1.1948,0.38,1.221,1
1578181629.323,0.48,1.1839,0.34,1.22,1
1578181630.461,0.48,1.1738,0.35,1.2255,2
1578181631.438,0.47,1.1851,0.37,1.2219,2
1578181632.559,0.48,1.1709,0.37,1.216,2
1578181633.717,0.45,1.1961,0.4,1.2109,2
1578181634.736,0.48,1.1808,0.4,1.2103,2
1578181635.816,0.48,1.1733,0.39,1.2183,2
1578181636.891,0.5,1.1641,0.39,1.2062,2
1578181637.857,0.46,1.1786,0.44,1.1888,2
1578181638.812,0.48,1.1638,0.46,1.1895,2
1578181639.998,0.48,1.1591,0.4,1.1874,2
1578181640.953,0.48,1.1664,0.39,1.176,2
1578181642.102,0.48,1.1598,0.4,1.1713,2
1578181642.488,0.5,1.148,0.43,1.179,2
1578181643.524,0.5,1.1435,0.43,1.1764,3
1578181644.702,0.48,1.1511,0.38,1.1651,3
1578181645.756,0.5,1.1361,0.43,1.166,3
