1579406695.379,0.24,1.3873,0.28,1.385,0
1579406696.089,0.24,1.3867,0.28,1.3858,0
1579406696.801,0.25,1.3864,0.26,1.3867,0
1579406697.5,0.25,1.3864,0.26,1.3867,0
1579406698.233,0.25,1.3864,0.24,1.3864,0
1579406698.947,0.25,1.3863,0.24,1.3861,0
1579406699.65,0.24,1.3865,0.24,1.3861,0
1579406700.37,0.25,1.3863,0.26,1.3862,0
1579406701.09,0.26,1.3862,0.26,1.3865,0
1579406701.799,0.25,1.3864,0.26,1.3866,0
1579406702.515,0.24,1.3866,0.26,1.3866,0
1579406703.141,0.24,1.3865,0.24,1.3866,0
1579406703.854,0.24,1.3864,0.22,1.3865,1
1579406704.56,0.25,1.3863,0.22,1.3864,1
1579406705.278,0.25,1.3863,0.28,1.3863,1
1579406706.001,0.26,1.3863,0.28,1.3862,1
1579406706.71,0.26,1.3862,0.28,1.386,1
1579406707.412,0.25,1.3863,0.28,1.3858,1
1579406708.124,0.25,1.3864,0.28,1.3858,1
1579406708.829,0.24,1.3864,0.28,1.3857,1
1579406709.534,0.24,1.3863,0.28,1.3856,1
1579406710.25,0.25,1.3861,0.33,1.3855,1
1579406710.972,0.25,1.3858,0.4,1.385,1
1579406711.589,0.34,1.3854,0.39,1.3829,1
1579406712.304,0.36,1.3833,0.35,1.3787,2
1579406713.012,0.31,1.3789,0.37,1.366,2
1579406713.717,0.38,1.3655,0.4,1.3354,2
1579406714.439,0.34,1.3394,0.4,1.3363,2
1579406715.155,0.35,1.3234,0.38,1.3347,2
1579406715.858,0.34,1.3426,0.28,1.3426,2
1579406716.576,0.32,1.3486,0.32,1.3124,2
1579406717.292,0.36,1.3142,0.34,1.3264,2
1579406718.0,0.39,1.2999,0.38,1.3022,2
1579406718.707,0.38,1.3026,0.35,1.2911,2
1579406719.418,0.39,1.2719,0.37,1.2993,2
1579406720.039,0.38,1.2906,0.36,1.28,2
1579406720.758,0.38,1.2768,0.32,1.2614,3
1579406721.472,0.39,1.2599,0.36,1.2679,3
1579406722.285,0.39,1.2643,0.33,1.2596,3
1579406723.004,0.38,1.2664,0.38,1.2642,3
1579406723.718,0.41,1.2597,0.38,1.2542,3
1579406724.421,0.38,1.2529,0.41,1.2416,3
1579406725.129,0.38,1.2459,0.4,1.2475,3
1579406725.852,0.37,1.2513,0.35,1.2502,3
1579406726.564,0.38,1.2503,0.36,1.2442,3
1579406727.289,0.37,1.251,0.39,1.251,3
1579406727.994,0.38,1.2466,0.4,1.2434,3
1579406728.622,0.36,1.2495,0.36,1.2463,3
1579406729.339,0.4,1.2451,0.32,1.2479,4
1579406730.045,0.41,1.238,0.33,1.2473,4
1579406730.753,0.4,1.2308,0.36,1.2467,4
1579406731.467,0.39,1.2417,0.38,1.2457,4
1579406732.178,0.41,1.2308,0.35,1.2457,4
1579406732.897,0.41,1.2277,0.36,1.2424,4
1579406733.603,0.41,1.2324,0.37,1.2411,4
1579406734.31,0.41,1.2272,0.39,1.2407,4
1579406735.029,0.41,1.2296,0.34,1.2477,4
1579406735.744,0.4,1.245,0.38,1.2579,4
1579406736.457,0.41,1.2459,0.36,1.243,4
1579406737.075,0.4,1.2455,0.36,1.2355,4
1579406737.791,0.41,1.2286,0.39,1.2452,5
1579406738.511,0.41,1.2316,0.34,1.2353,5
1579406739.215,0.41,1.2239,0.36,1.232,5
1579406739.932,0.4,1.2307,0.37,1.2374,5
1579406740.639,0.42,1.2252,0.39,1.2292,5
1579406741.348,0.42,1.2161,0.36,1.2321,5
1579406742.072,0.4,1.2304,0.39,1.2334,5
1579406742.779,0.41,1.2217,0.39,1.2291,5
1579406743.488,0.41,1.2249,0.36,1.2345,5
1579406744.217,0.4,1.2408,0.42,1.2252,5
1579406744.933,0.43,1.2143,0.43,1.2222,5
1579406745.554,0.41,1.2269,0.36,1.2187,5
1579406746.272,0.41,1.2231,0.39,1.2184,6
1579406746.978,0.42,1.2129,0.39,1.2165,6
1579406747.689,0.42,1.2113,0.38,1.2149,6
1579406748.398,0.41,1.2202,0.39,1.2151,6
1579406749.12,0.42,1.208,0.39,1.214,6
1579406749.835,0.42,1.2029,0.39,1.2128,6
1579406750.545,0.41,1.2116,0.43,1.2219,6
1579406751.258,0.42,1.2081,0.4,1.2187,6
1579406751.967,0.41,1.2165,0.36,1.2465,6
1579406752.67,0.39,1.2457,0.42,1.2226,6
1579406753.38,0.42,1.2145,0.45,1.2164,6
1579406754.0,0.42,1.2158,0.43,1.2165,6
1579406754.71,0.42,1.2098,0.41,1.211,7
1579406755.434,0.41,1.2106,0.42,1.2109,7
1579406756.262,0.42,1.2028,0.41,1.2085,7
1579406757.009,0.42,1.2105,0.41,1.2088,7
1579406757.75,0.42,1.207,0.43,1.2148,7
1579406758.491,0.42,1.2,0.4,1.2047,7
1579406759.205,0.42,1.2018,0.4,1.2038,7
1579406759.93,0.41,1.2013,0.42,1.2154,7
1579406760.659,0.42,1.207,0.41,1.1998,7
1579406761.413,0.42,1.2052,0.41,1.2001,7
1579406762.132,0.44,1.1925,0.42,1.2087,7
1579406762.764,0.42,1.2053,0.41,1.2015,7
1579406763.492,0.42,1.1959,0.43,1.2002,8
1579406764.2,0.43,1.1913,0.41,1.2066,8
1579406764.922,0.42,1.1912,0.45,1.2028,8
1579406765.646,0.43,1.2001,0.39,1.2253,8
1579406766.358,0.42,1.1967,0.42,1.242,8
1579406767.072,0.4,1.2313,0.31,1.3718,8
1579406767.788,0.35,1.3312,0.38,1.239,8
1579406768.493,0.42,1.2068,0.37,1.364,8
1579406769.202,0.35,1.3417,0.4,1.2137,8
1579406769.904,0.43,1.2064,0.42,1.2804,8
1579406770.616,0.4,1.267,0.41,1.2639,8
1579406771.238,0.4,1.2544,0.44,1.222,8
1579406771.975,0.41,1.219,0.42,1.2184,9
1579406772.686,0.4,1.2231,0.41,1.2393,9
1579406773.394,0.39,1.2378,0.43,1.2182,9
1579406774.109,0.41,1.2284,0.41,1.2118,9
1579406774.825,0.42,1.2082,0.4,1.2343,9
1579406775.537,0.41,1.2172,0.4,1.2437,9
1579406776.242,0.4,1.2239,0.4,1.23,9
1579406776.961,0.41,1.2133,0.41,1.2137,9
1579406777.678,0.42,1.2088,0.39,1.2142,9
1579406778.389,0.41,1.2287,0.39,1.2133,9
1579406779.13,0.43,1.2097,0.43,1.2066,9
1579406779.777,0.41,1.2217,0.4,1.2124,9
1579406780.5,0.41,1.2126,0.41,1.2245,10
1579406781.213,0.42,1.2158,0.43,1.2187,10
1579406781.944,0.42,1.2131,0.43,1.2052,10
1579406782.654,0.41,1.2126,0.41,1.2027,10
1579406783.381,0.41,1.2019,0.42,1.208,10
1579406784.109,0.41,1.204,0.41,1.201,10
1579406784.834,0.4,1.2068,0.44,1.2027,10
1579406785.559,0.42,1.1966,0.42,1.2137,10
1579406786.294,0.43,1.2062,0.43,1.2111,10
1579406787.016,0.42,1.2087,0.43,1.2022,10
1579406787.746,0.45,1.1895,0.41,1.2089,10
1579406788.396,0.43,1.2155,0.38,1.2031,10
1579406789.13,0.41,1.2022,0.43,1.211,11
1579406789.837,0.43,1.1956,0.41,1.2151,11
1579406790.543,0.42,1.1972,0.41,1.2041,11
1579406791.273,0.42,1.197,0.44,1.2054,11
1579406791.982,0.43,1.1911,0.44,1.2023,11
1579406792.696,0.43,1.1835,0.41,1.2092,11
1579406793.514,0.43,1.1899,0.38,1.2168,11
1579406794.231,0.43,1.1874,0.43,1.2079,11
1579406794.96,0.43,1.1829,0.41,1.2118,11
1579406795.677,0.43,1.1995,0.39,1.2119,11
1579406796.41,0.45,1.1789,0.4,1.2172,11
1579406797.047,0.43,1.1886,0.39,1.2103,11
1579406797.757,0.42,1.1828,0.41,1.2025,12
1579406798.474,0.43,1.1785,0.39,1.201,12
1579406799.192,0.42,1.1784,0.41,1.205,12
1579406799.903,0.43,1.1861,0.41,1.2023,12
1579406800.631,0.44,1.1698,0.41,1.2023,12
1579406801.355,0.44,1.1676,0.37,1.2119,12
1579406802.084,0.44,1.1745,0.38,1.2144,12
1579406802.809,0.44,1.168,0.39,1.212,12
1579406803.541,0.44,1.1735,0.38,1.2137,12
1579406804.287,0.44,1.1768,0.41,1.2103,12
1579406805.004,0.45,1.1691,0.4,1.2082,12
1579406805.643,0.43,1.1876,0.34,1.2901,12
1579406806.355,0.4,1.2339,0.41,1.2094,13
1579406807.098,0.42,1.1831,0.38,1.2043,13
1579406807.829,0.43,1.173,0.39,1.2459,13
1579406808.552,0.42,1.2054,0.39,1.2088,13
1579406809.269,0.45,1.1638,0.42,1.2211,13
1579406809.989,0.43,1.194,0.39,1.214,13
1579406810.714,0.44,1.1761,0.4,1.2341,13
1579406811.441,0.43,1.1891,0.43,1.1967,13
1579406812.167,0.45,1.1704,0.43,1.2105,13
1579406812.899,0.42,1.2012,0.43,1.199,13
1579406813.619,0.46,1.1675,0.42,1.2176,13
1579406814.249,0.43,1.1835,0.41,1.2021,13
1579406814.989,0.43,1.1756,0.44,1.1954,14
1579406815.699,0.45,1.1723,0.41,1.1952,14
1579406816.413,0.44,1.1726,0.43,1.2054,14
1579406817.149,0.43,1.1816,0.43,1.2047,14
1579406817.888,0.45,1.165,0.42,1.1957,14
1579406818.62,0.46,1.1617,0.43,1.1963,14
