1578187037.323,0.25,1.3876,0.23,1.3773,0
1578187038.384,0.25,1.3802,0.4,1.3614,0
1578187039.463,0.38,1.3611,0.35,1.3467,0
1578187040.438,0.39,1.3401,0.36,1.3295,0
1578187041.435,0.37,1.3205,0.34,1.3058,0
1578187042.362,0.38,1.2927,0.38,1.2834,0
1578187043.292,0.39,1.2838,0.41,1.2639,0
1578187044.193,0.39,1.2637,0.41,1.2562,0
1578187045.252,0.4,1.251,0.4,1.2541,0
1578187046.338,0.39,1.257,0.37,1.2512,0
1578187047.369,0.4,1.2645,0.37,1.2495,0
1578187048.438,0.4,1.2625,0.39,1.248,0
1578187048.887,0.43,1.2501,0.35,1.243,0
1578187049.92,0.42,1.2402,0.4,1.2397,1
1578187050.94,0.43,1.2312,0.35,1.2386,1
1578187051.929,0.4,1.2426,0.38,1.2308,1
1578187052.883,0.44,1.2237,0.42,1.2334,1
1578187053.797,0.44,1.2312,0.37,1.2328,1
1578187054.685,0.44,1.2276,0.36,1.2436,1
1578187055.587,0.43,1.2395,0.39,1.2255,1
1578187056.605,0.43,1.2195,0.39,1.223,1
1578187057.498,0.43,1.2094,0.41,1.2253,1
1578187058.604,0.44,1.2166,0.42,1.2223,1
1578187059.693,0.44,1.2185,0.4,1.2179,1
1578187060.626,0.44,1.2239,0.39,1.2144,1
1578187061.078,0.45,1.211,0.42,1.2108,1
1578187062.16,0.45,1.2076,0.43,1.2085,2
1578187063.181,0.45,1.1966,0.43,1.2043,2
1578187064.199,0.44,1.2097,0.42,1.2005,2
1578187065.081,0.45,1.1948,0.43,1.2074,2
1578187066.189,0.46,1.2043,0.41,1.2038,2
1578187067.266,0.46,1.1944,0.44,1.2019,2
1578187068.382,0.46,1.2028,0.43,1.1951,2
1578187069.45,0.46,1.19,0.46,1.1958,2
1578187070.448,0.47,1.1812,0.44,1.1969,2
1578187071.442,0.47,1.1877,0.42,1.1994,2
1578187072.473,0.47,1.1943,0.42,1.1977,2
1578187073.457,0.46,1.2016,0.45,1.1918,2
1578187073.815,0.48,1.1838,0.46,1.1845,2
1578187074.888,0.48,1.1807,0.47,1.1881,3
1578187075.765,0.48,1.1746,0.48,1.1859,3
1578187076.829,0.47,1.1852,0.42,1.1824,3
1578187077.904,0.47,1.1686,0.43,1.1906,3
1578187078.887,0.48,1.1811,0.46,1.1816,3
1578187079.738,0.49,1.1671,0.44,1.1804,3
1578187080.695,0.48,1.1758,0.44,1.1772,3
1578187081.803,0.48,1.1673,0.45,1.1805,3
